Unnamed: 0,name,main_category,rating,reviews,categories,address,city,country,state,zipcode,broader_category,Weighted_Score,Weighted_Average,All_Cities,description
81,Teddy Bear Statues in Lakeside Park,Park,4.7,424.0,"Park, Tourist attraction","Teddy Bear Statues in Lakeside Park, 4585-4657 Lakeside Dr, Dallas, TX 75205",Dallas,USA,TX,,Nature,1992.8,4.66,"Austin, Dallas, Houston, San-antonio","Teddy Bear Statues in Lakeside Park in Dallas, TX is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
82,The Ann & Gabriel Barbier-Mueller Museum: The Samurai Collection,Museum,4.8,417.0,"Museum, Exhibit, Tourist attraction","The Ann & Gabriel Barbier-Mueller Museum: The Samurai Collection, 2501 N Harwood St Suite 225, Dallas, TX 75201",Dallas,USA,TX,,Cultural,2001.6,4.63,"Austin, Dallas, Houston, San-antonio","The Ann & Gabriel Barbier-Mueller Museum: The Samurai Collection in Dallas, TX offers a rich cultural experience, showcasing local heritage and history."
83,Dallas Contemporary,Art museum,4.7,351.0,"Art museum, Museum, Tourist attraction","Dallas Contemporary, 161 Glass St, Dallas, TX 75207",Dallas,USA,TX,,Cultural,1649.7,4.63,"Austin, Dallas, Houston, San-antonio","Dallas Contemporary in Dallas, TX offers a rich cultural experience, showcasing local heritage and history."
84,Leonhardt Lagoon Nature Walk,Tourist attraction,4.5,232.0,Tourist attraction,"Leonhardt Lagoon Nature Walk, 1121 1st Ave, Dallas, TX 75210",Dallas,USA,TX,,Entertainment,1044.0,4.43,"Austin, Dallas, Houston, San-antonio","Leonhardt Lagoon Nature Walk in Dallas, TX is a fun-filled destination with exciting activities and entertainment options."
85,Sweet Tooth Hotel,Tourist attraction,4.5,157.0,Tourist attraction,"Sweet Tooth Hotel, 1511 Elm St #100, Dallas, TX 75201",Dallas,USA,TX,,Entertainment,706.5,4.43,"Austin, Dallas, Houston, San-antonio","Sweet Tooth Hotel in Dallas, TX is a fun-filled destination with exciting activities and entertainment options."
86,Ferris Plaza,Park,4.3,92.0,"Park, Tourist attraction","Ferris Plaza, 400 S Houston St, Dallas, TX 75202",Dallas,USA,TX,,Nature,395.6,4.66,"Austin, Dallas, Houston, San-antonio","Ferris Plaza in Dallas, TX is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
87,Dealey Plaza,Park,4.6,5379.0,"Park, Tourist attraction","Dealey Plaza, Dallas, TX 75202",Dallas,USA,TX,,Nature,24743.4,4.66,"Austin, Dallas, Houston, San-antonio","Dealey Plaza in Dallas, TX is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
88,Lubben Plaza,Park,4.3,54.0,"Park, Tourist attraction","Lubben Plaza, 701 Young St, Dallas, TX 75202",Dallas,USA,TX,,Nature,232.2,4.66,"Austin, Dallas, Houston, San-antonio","Lubben Plaza in Dallas, TX is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
89,Vermilionville Historic Village,Historical place museum,4.7,1234.0,"Historical place museum, Dance hall, Event venue, Gift shop, Historical place, Live music venue, Museum, Restaurant, Tourist attraction, Wedding venue","Vermilionville Historic Village, 300 Fisher Rd, Lafayette, LA 70508",Lafayette,USA,LA,,Cultural,5799.8,4.59,"Asheville, Baton-rouge, Lafayette, Los-angeles, New-orleans, Shreveport","Vermilionville Historic Village in Lafayette, LA offers a rich cultural experience, showcasing local heritage and history."
90,Cathedral of St. John the Evangelist,Catholic cathedral,4.8,499.0,"Catholic cathedral, Cathedral, Tourist attraction","Cathedral of St. John the Evangelist, 515 Cathedral St, Lafayette, LA 70501",Lafayette,USA,LA,,Religious,2395.2,4.82,"Asheville, Baton-rouge, Lafayette, Los-angeles, New-orleans, Shreveport","Cathedral of St. John the Evangelist in Lafayette, LA is a spiritual site known for its architecture and peaceful ambiance."
91,Graham Brown Memorial Park,Park,4.5,280.0,"Park, Tourist attraction","Brown Memorial Park, 1234 E Pont Des Mouton Rd, Lafayette, LA 70507",Lafayette,USA,LA,,Nature,1260.0,4.61,"Asheville, Baton-rouge, Lafayette, Los-angeles, New-orleans, Shreveport","Graham Brown Memorial Park in Lafayette, LA is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
92,Acadiana Park Nature Station,Nature preserve,4.7,245.0,"Nature preserve, Arboretum, Hiking area, Museum, Tourist attraction","Acadiana Park Nature Station, 1205 E Alexander St, Lafayette, LA 70501",Lafayette,USA,LA,,Nature,1151.5,4.61,"Asheville, Baton-rouge, Lafayette, Los-angeles, New-orleans, Shreveport","Acadiana Park Nature Station in Lafayette, LA is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
93,Neyland Park,Park,4.4,216.0,"Park, Tourist attraction","Neyland Park, 1919 Eraste Landry Rd, Lafayette, LA 70506",Lafayette,USA,LA,,Nature,950.4,4.61,"Asheville, Baton-rouge, Lafayette, Los-angeles, New-orleans, Shreveport","Neyland Park in Lafayette, LA is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
94,Hilliard Art Museum,Art museum,4.7,138.0,"Art museum, Tourist attraction","Hilliard Art Museum, 298 Girard Park Dr, Lafayette, LA 70503",Lafayette,USA,LA,,Cultural,648.6,4.59,"Asheville, Baton-rouge, Lafayette, Los-angeles, New-orleans, Shreveport","Hilliard Art Museum in Lafayette, LA offers a rich cultural experience, showcasing local heritage and history."
95,Swamp Tours of Acadiana,Tourist attraction,4.7,121.0,"Tourist attraction, Boat tour agency","Swamp Tours of Acadiana, 1209 Rookery Rd, Breaux Bridge, LA 70517",Lafayette,USA,LA,,Entertainment,568.7,4.46,"Asheville, Baton-rouge, Lafayette, Los-angeles, New-orleans, Shreveport","Swamp Tours of Acadiana in Lafayette, LA is a fun-filled destination with exciting activities and entertainment options."
96,Nature Station Trailhead,Hiking area,4.7,107.0,"Hiking area, Tourist attraction","Nature Station Trailhead, 1205 East Alexander Street, Acadiana Park, Lafayette, LA 70501",Lafayette,USA,LA,,Nature,502.9,4.61,"Asheville, Baton-rouge, Lafayette, Los-angeles, New-orleans, Shreveport","Nature Station Trailhead in Lafayette, LA is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
97,The Lafayette Museum,Museum,4.5,67.0,"Museum, Historical landmark, Historical place museum, History museum, Tourist attraction","The Lafayette Museum, 1122 Lafayette St, Lafayette, LA 70501",Lafayette,USA,LA,,Cultural,301.5,4.59,"Asheville, Baton-rouge, Lafayette, Los-angeles, New-orleans, Shreveport","The Lafayette Museum in Lafayette, LA offers a rich cultural experience, showcasing local heritage and history."
98,Veterans Park,Park,4.4,240.0,"Park, Tourist attraction","Veterans Park, 200 Feu Follet Rd, Lafayette, LA 70508",Lafayette,USA,LA,,Nature,1056.0,4.61,"Asheville, Baton-rouge, Lafayette, Los-angeles, New-orleans, Shreveport","Veterans Park in Lafayette, LA is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
99,Adventureland Park,Amusement park,4.3,7837.0,"Amusement park, Event venue, Playground, Resort hotel, Swimming pool, Theme park, Tourist attraction, Water park","Adventureland Park, 305 34th Ave NW, Altoona, IA 50009",Des-moines,USA,IA,,Entertainment,33699.1,4.39,Des-moines,"Adventureland Park in Des-moines, IA is a fun-filled destination with exciting activities and entertainment options."
100,Blank Park Zoo,Zoo,4.5,5912.0,"Zoo, Tourist attraction","Blank Park Zoo, 7401 SW 9th St, Des Moines, IA 50315",Des-moines,USA,IA,,Entertainment,26604.0,4.39,Des-moines,"Blank Park Zoo in Des-moines, IA is a fun-filled destination with exciting activities and entertainment options."
101,Raccoon River Park,Park,4.7,2304.0,"Park, Tourist attraction","Raccoon River Park, 2500 Grand Ave, West Des Moines, IA 50265",Des-moines,USA,IA,,Nature,10828.8,4.57,Des-moines,"Raccoon River Park in Des-moines, IA is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
102,Gray's Lake Park,Park,4.7,2089.0,"Park, Tourist attraction","Gray's Lake Park, 2101 Fleur Dr, Des Moines, IA 50315",Des-moines,USA,IA,,Nature,9818.3,4.57,Des-moines,"Gray's Lake Park in Des-moines, IA is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
103,Des Moines Water Works Park,Park,4.5,1431.0,"Park, Tourist attraction","Des Moines Water Works Park, 2201 George Flagg Pkwy, Des Moines, IA 50321",Des-moines,USA,IA,,Nature,6439.5,4.57,Des-moines,"Des Moines Water Works Park in Des-moines, IA is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
104,Iowa State Capitol,Historical landmark,4.8,1374.0,"Historical landmark, State government office, Tourist attraction","Iowa State Capitol, 1007 E Grand Ave, Des Moines, IA 50319",Des-moines,USA,IA,,Cultural,6595.2,4.75,Des-moines,"Iowa State Capitol in Des-moines, IA offers a rich cultural experience, showcasing local heritage and history."
105,Union Park,Park,4.4,1104.0,"Park, Tourist attraction","Union Park, 725 Thompson Ave, Des Moines, IA 50313",Des-moines,USA,IA,,Nature,4857.6,4.57,Des-moines,"Union Park in Des-moines, IA is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
106,Ewing Park,Park,4.6,780.0,"Park, Tourist attraction","Ewing Park, 5300 Indianola Ave, Des Moines, IA 50320",Des-moines,USA,IA,,Nature,3587.9999999999995,4.57,Des-moines,"Ewing Park in Des-moines, IA is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
107,Cowles Commons,Park,4.5,632.0,"Park, Arts organization, City park, Sculpture, Tourist attraction","Cowles Commons, 221 Walnut St, Des Moines, IA 50309",Des-moines,USA,IA,,Nature,2844.0,4.57,Des-moines,"Cowles Commons in Des-moines, IA is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
108,Copper Creek Lake Park,Park,4.7,575.0,"Park, Tourist attraction","Copper Creek Lake Park, 4390 E University Ave, Pleasant Hill, IA 50327",Des-moines,USA,IA,,Nature,2702.5,4.57,Des-moines,"Copper Creek Lake Park in Des-moines, IA is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
109,Robert D. Ray Asian Garden,Garden,4.5,570.0,"Garden, Tourist attraction","Robert D. Ray Asian Garden, Robert D. Ray Dr, Des Moines, IA 50309",Des-moines,USA,IA,,Nature,2565.0,4.57,Des-moines,"Robert D. Ray Asian Garden in Des-moines, IA is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
110,Birdland Park,Park,4.4,543.0,"Park, Tourist attraction","Birdland Park, 2100 Saylor Rd, Des Moines, IA 50313",Des-moines,USA,IA,,Nature,2389.2000000000003,4.57,Des-moines,"Birdland Park in Des-moines, IA is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
111,MacRae Park,Park,4.4,526.0,"Park, Tourist attraction","MacRae Park, 1021 Davis Ave, Des Moines, IA 50315",Des-moines,USA,IA,,Nature,2314.4,4.57,Des-moines,"MacRae Park in Des-moines, IA is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
112,Fort Des Moines Park,Park,4.6,504.0,"Park, Tourist attraction","Fort Des Moines Park, 7200 SE 5th St, Des Moines, IA 50315",Des-moines,USA,IA,,Nature,2318.4,4.57,Des-moines,"Fort Des Moines Park in Des-moines, IA is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
113,Brown's Woods,Park,4.7,468.0,"Park, Tourist attraction","Brown's Woods, 465 Brown's Woods Dr, West Des Moines, IA 50265",Des-moines,USA,IA,,Nature,2199.6,4.57,Des-moines,"Brown's Woods in Des-moines, IA is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
114,Salisbury House & Gardens,Museum,4.7,443.0,"Museum, Event venue, Tourist attraction","Salisbury House & Gardens, 4025 Tonawanda Dr, Des Moines, IA 50312",Des-moines,USA,IA,,Cultural,2082.1,4.75,Des-moines,"Salisbury House & Gardens in Des-moines, IA offers a rich cultural experience, showcasing local heritage and history."
115,Sargent Park,Park,4.3,169.0,"Park, Tourist attraction","Sargent Park, 3530 E Douglas Ave, Des Moines, IA 50317",Des-moines,USA,IA,,Nature,726.6999999999999,4.57,Des-moines,"Sargent Park in Des-moines, IA is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
116,Terrace Hill Historic Site,Historical landmark,4.8,119.0,"Historical landmark, Tourist attraction","Terrace Hill Historic Site, 2300 Grand Ave, Des Moines, IA 50312",Des-moines,USA,IA,,Cultural,571.1999999999999,4.75,Des-moines,"Terrace Hill Historic Site in Des-moines, IA offers a rich cultural experience, showcasing local heritage and history."
117,Jordan House,Museum,4.6,94.0,"Museum, Tourist attraction","Jordan House, 2001 Fuller Rd, West Des Moines, IA 50265",Des-moines,USA,IA,,Cultural,432.4,4.75,Des-moines,"Jordan House in Des-moines, IA offers a rich cultural experience, showcasing local heritage and history."
118,Clare and Miles Mills Rose Garden,Park,4.6,73.0,"Park, Tourist attraction","Clare and Miles Mills Rose Garden, 4500 Grand Ave, Des Moines, IA 50312",Des-moines,USA,IA,,Nature,335.79999999999995,4.57,Des-moines,"Clare and Miles Mills Rose Garden in Des-moines, IA is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
119,Sleepy Hollow Sports Park,Park,4.3,506.0,"Park, Event venue, Haunted house, Recreation center, Tourist attraction","Sleepy Hollow Sports Park, 4051 Dean Ave, Des Moines, IA 50317",Des-moines,USA,IA,,Nature,2175.8,4.57,Des-moines,"Sleepy Hollow Sports Park in Des-moines, IA is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
120,South Des Moines Sculpture Park,Museum,4.3,94.0,"Museum, Tourist attraction","South Des Moines Sculpture Park, 768-798 McKinley Ave, Des Moines, IA 50315",Des-moines,USA,IA,,Cultural,404.2,4.75,Des-moines,"South Des Moines Sculpture Park in Des-moines, IA offers a rich cultural experience, showcasing local heritage and history."
121,Urban Air Trampoline and Adventure Park,Amusement park,4.4,675.0,Amusement park,"Urban Air Trampoline and Adventure Park, 5758 Hamlin Groves Tr, Winter Garden, FL 34787",Orlando,USA,FL,,Entertainment,2970.0000000000005,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Urban Air Trampoline and Adventure Park in Orlando, FL is a fun-filled destination with exciting activities and entertainment options."
122,Magic Kingdom Park,Theme park,4.6,221929.0,"Theme park, Tourist attraction","Magic Kingdom Park, Bay Lake, FL 32836",Orlando,USA,FL,,Entertainment,1020873.4,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Magic Kingdom Park in Orlando, FL is a fun-filled destination with exciting activities and entertainment options."
123,Universal Orlando Resort,Theme park,4.7,178775.0,"Theme park, Amusement park, Tourist attraction","Universal Orlando Resort, 6000 Universal Blvd, Orlando, FL 32819",Orlando,USA,FL,,Entertainment,840242.5,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Universal Orlando Resort in Orlando, FL is a fun-filled destination with exciting activities and entertainment options."
124,Epcot,Theme park,4.7,141956.0,"Theme park, Amusement park, Tourist attraction","Epcot, Bay Lake, FL",Orlando,USA,FL,,Entertainment,667193.2000000001,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Epcot in Orlando, FL is a fun-filled destination with exciting activities and entertainment options."
125,Universal Studios Florida,Theme park,4.7,137778.0,"Theme park, Tourist attraction","Universal Studios Florida, 6000 Universal Blvd, Orlando, FL 32819",Orlando,USA,FL,,Entertainment,647556.6,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Universal Studios Florida in Orlando, FL is a fun-filled destination with exciting activities and entertainment options."
126,Disney's Animal Kingdom Theme Park,Theme park,4.7,126291.0,"Theme park, Amusement park, Tourist attraction","Disney's Animal Kingdom Theme Park, Bay Lake, FL 34747",Orlando,USA,FL,,Entertainment,593567.7000000001,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Disney's Animal Kingdom Theme Park in Orlando, FL is a fun-filled destination with exciting activities and entertainment options."
